time,flux
1468.5623904878214,1.0015358
1468.5637793856015,0.9980079
1468.5651682833782,1.0011545
1468.5665571811585,1.0023085
1468.5679460789358,1.0003244
1468.5693349767123,0.99815434
1468.5707238744883,1.0021689
1468.572112772265,0.99784267
1468.5735016700385,1.00373
1468.5748905678151,1.0001515
1468.5762794655911,0.9977733
1468.5776683633649,1.002922
1468.5790572611384,1.0028272
1468.5804461589107,0.9995392
1468.5818350566874,0.9983682
1468.5832239544573,0.99939173
1468.5846128522303,1.0007021
1468.5860017500033,0.9966276
1468.5873906477764,1.0015868
1468.5887795455458,0.9997716
1468.5901684433156,0.99993235
1468.5915573410887,1.0023854
1468.5929462388574,0.9977232
1468.5943351366273,1.001322
1468.5957240343973,0.9990593
1468.5971129321622,1.0024072
1468.5985018299316,1.0026298
1468.599890727698,1.0009058
1468.6012796254674,1.0021386
1468.6026685232325,1.0031286
1468.604057420998,0.9991536
1468.6054463187638,1.0002332
1468.6068352165296,1.0010624
1468.6082241142958,1.0011995
1468.6096130120616,1.0006057
1468.611001909823,1.0013105
1468.6123908075895,1.0007132
1468.613779705352,0.9981527
1468.6151686031135,0.9967988
1468.6165575008793,0.9974758
1468.6179463986418,1.0000618
1468.6193352964003,0.99867535
1468.6207241941624,1.0006503
1468.6221130919246,1.0013019
1468.6235019896828,1.0014675
1468.6248908874456,0.99929696
1468.626279785204,0.9996701
1468.6276686829617,0.9988221
1468.6290575807209,1.0006204
1468.63044647848,1.0003929
1468.6318353762379,0.99809957
1468.6332242739961,0.99909097
1468.6346131717517,1.0046304
1468.63600206951,0.9979962
1468.637390967264,0.9998412
1468.638779865019,1.001575
1468.6401687627745,0.9994491
1468.6415576605293,0.99925715
1468.642946558284,1.0009785
1468.6443354560388,1.0022113
1468.64572435379,1.0001143
1468.6471132515453,1.0002427
1468.6485021492965,1.001672
1468.649891047047,0.99991673
1468.6512799448024,0.9999048
1468.6526688425542,0.9988268
1468.6540577403011,0.998338
1468.6554466380524,1.0023131
1468.656835535804,0.9996317
1468.6582244335552,1.00128
1468.6596133313026,0.99660105
1468.6610022290502,1.0009997
1468.6623911267977,1.0015604
1468.663780024546,0.99835056
1468.6651689222933,1.0014241
1468.6665578200402,1.0000632
1468.6679467177878,1.0009195
1468.6693356155322,1.000262
1468.6707245132798,0.99856687
1468.672113411023,1.000829
1468.6735023087676,0.99925864
1468.6748912065157,0.9998398
1468.676280104259,1.0016049
1468.6776690019992,0.99982667
1468.6790578997432,0.99779004
1468.6804467974869,1.0002778
1468.6818356952278,0.9975377
1468.6832245929716,1.0014325
1468.6846134907112,0.99806416
1468.6860023884522,0.99714154
1468.6873912861931,0.9985348
1468.6887801839327,1.0000572
1468.6901690816728,0.99946433
1468.6915579794102,1.0010194
1468.6929468771502,1.0023074
1468.694335774887,1.0024381
1468.6957246726272,0.9980881
1468.6971135703639,1.0006354
1468.698502468101,0.99926096
1468.6998913658376,0.9975783
1468.7012802635736,0.9984518
1468.7026691613066,0.9969621
1468.7040580590437,0.99862033
1468.7054469567768,1.0016663
1468.7068358545127,0.9982482
1468.7082247522462,0.99844915
1468.70961364998,0.9996124
1468.7110025477123,0.99981606
1468.7123914454453,1.0001757
1468.7137803431788,1.0000889
1468.7151692409082,1.0013312
1468.7165581386412,0.9991839
1468.7179470363706,0.99962306
1468.7193359340997,1.0009491
1468.7207248318298,0.9999548
1468.722113729559,1.0006322
1468.7235026272876,1.0040367
1468.7248915250177,1.0020493
1468.7262804227478,1.0015227
1468.7276693204728,1.0023227
1468.729058218202,1.0022687
1468.7304471159284,0.9981211
1468.731836013654,1.0039151
1468.7332249113797,0.9984818
1468.7346138091054,1.0025508
1468.736002706831,1.0009049
1468.737391604553,0.99867105
1468.7387805022788,0.99731064
1468.7401694000046,0.9996413
1468.7415582977267,1.003939
1468.7429471954492,0.9988948
1468.7443360931713,1.0001614
1468.7457249908928,1.0012609
1468.7471138886153,1.0007147
1468.7485027863381,1.0004679
1468.749891684056,1.0013338
1468.7512805817744,0.99633306
1468.7526694794963,1.0008744
1468.7540583772147,1.0024048
1468.7554472749337,0.9999044
1468.7568361726521,0.9987894
1468.75822507037,1.0021783
1468.759613968089,1.0015972
1468.7610028658044,0.9997362
1468.7623917635221,1.0015043
1468.763780661237,1.0027109
1468.7651695589523,0.9999924
1468.766558456667,0.99814785
1468.7679473543812,0.9981029
1468.769336252096,1.0001581
1468.7707251498114,1.001207
1468.7721140475262,0.9994707
1468.7735029452374,1.0007004
1468.7748918429486,0.998467
1468.7762807406632,1.0020542
1468.777669638375,1.0012897
1468.779058536086,1.0005566
1468.7804474337966,0.99827516
1468.7818363315084,1.000736
1468.7832252292167,1.0016484
1468.7846141269272,1.0022027
1468.7860030246345,1.0016547
1468.7873919223427,0.9976236
1468.7887808200537,1.0011048
1468.7901697177613,1.0015041
1468.7915586154652,0.995755
1468.7929475131727,1.0011753
1468.7943364108808,0.99916714
1468.7957253085847,1.003068
1468.7971142062916,1.0009844
1468.798503103996,0.999715
1468.7998920017005,0.99960953
1468.8012808994038,0.99892074
1468.802669797107,0.99946916
1468.8040586948114,1.0016242
1468.805447592516,0.99932516
1468.8068364902156,0.9972234
1468.8082253879195,1.0000838
1468.8096142856202,0.9995302
1468.8110031833205,1.0000454
1468.8123920810206,1.0022687
1468.8137809787208,1.0019654
1468.8151698764211,1.0023854
1468.816558774122,0.9982382
1468.8179476718185,0.9977509
1468.819336569518,0.99863565
1468.8207254672147,1.0030501
1468.8221143649118,1.0028188
1468.8235032626085,0.99864113
1468.8248921603051,1.0015078
1468.8262810580018,0.9996602
1468.8276699556984,0.9992762
1468.8290588533919,1.0025551
1468.8304477510885,0.9991033
1468.8318366487808,0.9997611
1468.8332255464743,0.99847835
1468.834614444168,1.0008206
1468.8360033418603,1.0000077
1468.8373922395524,0.99933434
1468.838781137246,0.9993605
1468.8401700349361,1.0024967
1468.8415589326285,0.99909765
1468.8429478303176,0.9996139
1468.8443367280076,1.0003389
1468.8457256256968,1.0035526
1468.8471145233862,0.9996999
1468.8485034210755,0.99742234
1468.849892318765,0.99950165
1468.851281216451,1.0039681
1468.8526701141404,0.99528724
1468.8540590118255,1.0016879
1468.855447909512,1.0005091
1468.856836807198,0.9995851
1468.8582257048831,0.9996545
1468.8596146025689,1.0009129
1468.861003500255,0.9983893
1468.8623923979371,1.0017623
1468.8637812956229,1.0026
1468.8651701933047,1.003242
1468.8665590909868,0.99591845
1468.8679479886732,1.0012755
1468.8693368863517,0.9989705
1468.870725784033,0.99843234
1468.872114681715,0.9995622
1468.8735035793977,0.9987613
1468.874892477076,1.0021182
1468.8762813747537,1.0011024
1468.8776702724365,1.0018173
1468.8790591701156,0.9982002
1468.8804480677934,1.0012665
1468.881836965468,0.99841416
1468.8832258631471,0.998808
1468.8846147608253,1.0007616
1468.8860036585002,1.0003966
1468.8873925561786,0.99976414
1468.8887814538534,1.0007792
1468.8901703515287,1.0027518
1468.8915592492035,0.9998865
1468.8929481468776,0.99976414
1468.8943370445488,1.00042
1468.895725942224,1.0004617
1468.8971148398953,1.0001897
1468.8985037375699,0.9993697
1468.899892635241,0.9998916
1468.9012815329122,0.99947155
1468.902670430584,1.0009063
1468.904059328255,1.00005
1468.9054482259219,0.99996215
1468.906837123593,1.0011631
1468.908226021261,1.0025287
1468.9096149189322,1.0000298
1468.911003816599,1.0012035
1468.9123927142673,0.99939394
1468.9137816119353,1.0012143
1468.9151705096021,0.9990562
1468.916559407266,0.9975118
1468.917948304934,1.0004524
1468.919337202598,1.0007993
1468.9207261002655,0.9998391
1468.9221149979294,1.0001519
1468.9235038955933,0.9997678
1468.9248927932576,0.99964434
1468.9262816909215,1.0009599
1468.9276705885811,0.9991879
1468.9290594862455,1.0015402
1468.9304483839064,1.0066278
1468.9318372815694,0.9992277
1468.9332261792297,0.9984164
1468.9346150768906,0.9979901
1468.9360039745509,0.99603695
1468.9373928722105,0.99825054
1468.9387817698669,1.0025073
1468.9401706675278,1.0000491
1468.9415595651842,0.9974459
1468.9429484628445,0.99968874
1468.944337360501,1.0025988
1468.9457262581577,0.99948853
1468.9471151558148,1.0016804
1468.9485040534678,0.9983014
1468.9498929511237,1.0021074
1468.9512818487808,0.9986823
1468.9526707464345,0.99618965
1468.9540596440868,1.0007507
1468.9554485417398,1.0002073
1468.9568374393932,0.99950075
1468.9582263370462,0.99798983
1468.9596152346992,0.9979578
1468.961004132352,1.0022905
1468.9623930300013,0.99995124
1468.963781927655,1.0007746
1468.9651708253043,1.0010154
1468.966559722953,0.99775106
1468.967948620602,1.0000979
1468.9693375182521,1.0003949
1468.9707264159013,0.99828535
1468.9721153135463,0.9994824
1468.9735042111956,1.0000892
1468.974893108842,1.002895
1468.9762820064877,0.99754995
1468.9776709041332,1.0010935
1468.979059801779,0.9976405
1468.9804486994246,0.9992095
1468.9818375970708,1.0012897
1468.9832264947129,0.998622
1468.984615392358,1.0008954
1468.9860042900004,1.0025836
1468.9873931876468,0.9987317
1468.9887820852882,1.0015389
1468.9901709829303,0.9992653
1468.9915598805692,0.9991184
1468.9929487782113,0.9998975
1468.994337675853,0.9990981
1468.9957265734915,0.9973256
1468.99711547113,1.0024947
1468.9985043687727,0.9980491
1468.999893266411,1.0000077
1469.0012821640487,0.99954224
1469.0026710616842,0.99651587
1469.0040599593233,1.0000505
1469.0054488569608,0.99927914
1469.006837754595,0.99855745
1469.0082266522304,0.99625856
1469.0096155498693,0.9984995
1469.0110044475034,1.0017442
1469.0123933451346,1.0004463
1469.0137822427698,1.0004637
1469.0151711404046,0.9998038
1469.0165600380358,0.9976236
1469.0179489356703,0.9994974
1469.0193378333015,1.0000497
1469.0207267309333,0.9984181
1469.0221156285645,0.99910533
1469.023504526195,0.9992244
1469.0248934238266,0.9994453
1469.0262823214548,1.0012296
1469.027671219085,1.0001187
1469.0290601167126,1.0000943
1469.0304490143408,1.001558
1469.031837911972,0.9973924
1469.0332268095992,0.9999298
1469.034615707223,0.9989034
1469.0360046048506,1.0018302
1469.0373935024788,0.99762386
1469.0387824001025,1.0013764
1469.0401712977257,1.0018536
1469.0415601953525,0.9984273
1469.042949092977,0.99836606
1469.0443379906014,0.9990361
1469.045726888221,1.0021553
1469.0471157858449,1.0013322
1469.0485046834692,1.0003232
1469.0498935810895,1.0004406
1469.0512824787097,0.9998711
1469.0526713763336,1.0029212
1469.0540602739536,1.0024587
1469.0554491715745,1.0004306
1469.056838069191,1.0006592
1469.0582269668105,0.99916613
1469.0596158644314,1.0001155
1469.0610047620487,0.9999192
1469.0623936596646,0.999076
1469.063782557281,0.999812
1469.0651714548983,0.99735683
1469.0665603525147,0.99905276
1469.0679492501313,0.9985263
1469.0693381477442,0.99863905
1469.0707270453606,0.9981054
1469.0721159429743,1.0004708
1469.0735048405909,0.9997049
1469.0748937382032,1.0030127
1469.0762826358161,0.99874187
1469.077671533426,1.0019524
1469.079060431039,1.0004797
1469.0804493286512,0.99659187
1469.081838226261,1.0013044
1469.083227123871,1.0045162
1469.0846160214833,0.9984684
1469.0860049190926,1.0001519
1469.0873938167024,0.99924976
1469.088782714308,1.0001526
1469.0901716119172,1.0003451
1469.0915605095265,1.0020312
1469.0929494071322,1.001599
1469.0943383047386,1.0003365
1469.095727202344,0.9984633
1469.097116099949,0.99843574
1469.0985049975554,1.0002522
1469.0998938951618,0.9984879
1469.1012827927666,0.9996375
1469.1026716903687,1.0008224
1469.104060587975,0.99914724
1469.1054494855769,0.99971014
1469.106838383179,1.0006871
1469.108227280781,0.99864054
1469.1096161783828,0.9993999
1469.111005075982,0.9994916
1469.112393973584,0.9986787
1469.1137828711815,0.9991923
1469.1151717687828,0.998327
1469.116560666382,1.0002722
1469.117949563981,0.99986744
1469.1193384615788,1.0017926
1469.120727359177,0.99869114
1469.1221162567724,1.0022216
1469.1235051543706,0.9996021
1469.1248940519654,0.99827003
1469.1262829495602,1.0012202
1469.127671847155,1.001901
1469.1290607447538,0.9969206
1469.130449642345,0.99981505
1469.131838539939,0.9992796
1469.1332274375343,0.9973101
1469.134616335126,0.99788
1469.1360052327166,0.9986322
1469.1373941303113,0.99814874
1469.138783027903,1.000015
1469.140171925494,1.0001373
1469.1415608230852,0.9997726
1469.1429497206725,0.9981617
1469.1443386182636,1.0002441
1469.1457275158518,0.9977144
1469.1471164134393,1.0003276
1469.1485053110298,0.999801
1469.149894208617,0.9987662
1469.1512831062053,0.9999612
1469.152672003789,1.0016646
1469.1540609013757,0.9977945
1469.155449798964,1.0001559
1469.1568386965484,0.99781644
1469.1582275941314,0.99655765
1469.1596164917153,0.9995486
1469.1610053892998,0.9991108
1469.1623942868835,0.99917716
1469.1637831844673,1.0006337
1469.1651720820475,0.99983793
1469.1665609796312,0.99999124
1469.167949877212,1.006846
1469.1693387747923,0.9983163
1469.1707276723719,0.9980322
1469.1721165699525,0.99980485
1469.1735054675335,1.0017308
1469.174894365113,1.0014732
1469.1762832626894,1.0006665
1469.1776721602703,1.0027245
1469.1790610578469,1.0010544
1469.1804499554235,1.0007044
1469.1818388529998,1.0013913
1469.1832277505764,1.0024047
1469.184616648153,0.9991212
1469.1860055457257,0.9965548
1469.1873944433023,0.9996941
1469.1887833408746,0.99962115
1469.1901722384482,1.0006673
1469.1915611360216,1.0019104
1469.192950033594,0.9999652
1469.1943389311668,1.0077453
1469.1957278287402,1.0027161
1469.1971167263096,0.9982307
1469.1985056238789,0.9995132
1469.1998945214516,1.0003105
1469.201283419021,1.0025759
1469.202672316591,0.9984211
1469.2040612141602,0.99995244
1469.2054501117252,0.99843997
1469.206839009295,1.0015955
1469.208227906865,0.99728537
1469.2096168044297,0.99895
1469.2110057019954,1.0020442
1469.2123945995618,1.0021205
1469.2137834971275,0.9984775
1469.215172394693,1.0007651
1469.2165612922586,1.000023
1469.2179501898206,1.000058
1469.219339087386,0.9987398
1469.220727984948,1.0010049
1469.2221168825101,1.000782
1469.2235057800722,0.9963736
1469.2248946776347,1.000631
1469.2262835751967,1.0009117
1469.2276724727544,1.0008339
1469.229061370317,0.9993911
1469.230450267876,1.0017271
1469.2318391654337,1.0003818
1469.2332280629919,0.9997411
1469.234616960551,1.0014457
1469.2360058581094,0.99929404
1469.2373947556678,1.0017483
1469.2387836532223,0.9980541
1469.2401725507807,0.9996551
1469.2415614483361,0.9988183
1469.242950345891,0.9993231
1469.2443392434448,0.998562
1469.2457281410002,0.99923795
1469.2471170385556,0.9988634
1469.2485059361059,1.0008873
1469.2498948336606,0.999059
1469.2512837312124,0.99902886
1469.2526726287635,0.9998716
1469.2540615263138,1.0025998
1469.2554504238649,0.99935234
1469.256839321416,0.9987659
1469.2582282189671,1.0009676
1469.259617116515,0.9986195
1469.2610060140662,1.0013267
1469.262394911613,0.99861515
1469.263783809161,1.0020872
1469.265172706709,0.99986255
1469.2665616042557,0.99904037
1469.2679505017995,1.0044246
1469.2693393993477,1.0004232
1469.2707282968915,0.99913985
1469.2721171944388,1.0004721
1469.2735060919827,1.0020759
1469.2748949895265,1.0004253
1469.276283887071,0.9999189
1469.2776727846147,1.0007567
1469.2790616821542,0.9980965
1469.2804505796987,1.0006615
1469.2818394772396,0.99939847
1469.2832283747825,0.99893814
1469.2846172723227,0.99841404
1469.2860061698636,1.0009707
1469.2873950674,0.9992888
1469.2887839649402,1.0017114
1469.2901728624804,0.9978208
1469.2915617600167,0.99845344
1469.2929506575533,0.9998638
1469.2943395550935,0.9997494
1469.2957284526299,0.9997833
1469.2971173501628,1.0018
1469.2985062477,0.9996291
1469.2998951452366,0.998973
1469.3012840427689,1.0003773
1469.302672940306,0.999352
1469.3040618378395,0.99825567
1469.3054507353716,1.0016185
1469.3068396329045,0.9994502
1469.308228530438,1.0001825
1469.3096174279674,0.99775463
1469.3110063255,1.0004257
1469.3123952230294,0.9981647
1469.3137841205623,1.0019462
1469.3151730180923,0.99843943
1469.3165619156214,0.9983111
1469.31795081315,1.00047
1469.3193397106763,0.999807
1469.3207286082063,0.99978054
1469.322117505731,1.001213
1469.3235064032604,0.9988841
1469.3248953007867,1.0010358
1469.3262841983121,0.9973653
1469.327673095837,1.0014371
1469.3290619933625,1.0010428
1469.3304508908845,0.9992897
1469.3318397884102,1.0009813
1469.333228685933,1.0005904
1469.3346175834547,1.0012348
1469.3360064809797,1.0003238
1469.3373953785024,1.0000196
1469.3387842760214,1.0010632
1469.3401731735426,0.9982547
1469.3415620710646,1.0030305
1469.3429509685836,0.9963385
1469.3443398661018,0.99740255
1469.3457287636202,1.0005114
1469.3471176611386,1.0015682
1469.3485065586567,1.000292
1469.3498954561758,1.0031655
1469.3512843536942,0.99850565
1469.352673251208,0.9992521
1469.3540621487234,1.0023016
1469.3554510462425,0.99990183
1469.3568399437565,0.9984493
1469.358228841271,0.9977623
1469.3596177387828,1.0007838
1469.3610066362976,0.9999594
1469.3623955338114,0.99893683
1469.3637844313225,1.0014644
1469.3651733288343,1.0001642
1469.3665622263454,1.0006058
1469.3679511238563,0.9980249
1469.3693400213674,1.0003492
1469.3707289188785,0.99946636
1469.3721178163867,1.0027051
1469.3735067138975,1.0008698
1469.3748956114043,0.99901783
1469.3762845089125,1.0014428
1469.3776734064206,0.9981043
1469.3790623039272,0.99914294
1469.3804512014347,0.9988074
1469.3818400989392,0.9993699
1469.3832289964464,1.0024515
1469.3846178939502,1.0005968
1469.386006791454,1.002115
1469.3873956889613,1.0015768
1469.3887845864622,1.0001684
1469.390173483966,1.0003401
1469.391562381469,1.0011013
1469.3929512789698,1.0014172
1469.3943401764743,1.00199
1469.3957290739738,1.0003221
1469.3971179714738,0.9993139
1469.3985068689747,1.0007337
1469.3998957664749,1.0020896
1469.4012846639705,0.9974831
1469.4026735614707,0.99897444
1469.4040624589672,1.0014476
1469.4054513564672,0.99877
1469.4068402539644,1.0063618
1469.408229151461,1.002415
1469.4096180489569,0.9996765
1469.4110069464502,0.99858433
1469.4123958439475,0.99818844
1469.4137847414397,1.00223
1469.415173638936,1.0000281
1469.4165625364296,0.99792725
1469.4179514339226,0.99738806
1469.4193403314155,1.0010886
1469.4207292289082,0.99982756
1469.4221181263974,1.0012586
1469.423507023891,1.0003119
1469.4248959213803,0.9980199
1469.4262848188687,0.9985791
1469.4276737163586,1.0018302
1469.4290626138486,0.9969803
1469.430451511337,0.9984437
1469.4318404088262,0.9995883
1469.4332293063126,0.9988603
1469.4346182038018,0.9989604
1469.4360071012866,0.99736077
1469.4373959987722,1.0002457
1469.4387848962585,1.0007346
1469.440173793744,1.0012887
1469.441562691226,0.9996141
1469.4429515887116,0.9994812
1469.4443404861934,0.9995102
1469.4457293836797,0.9980069
1469.4471182811617,1.0017186
1469.4485071786428,0.99899375
1469.4498960761255,0.99933755
1469.4512849736045,0.99843484
1469.4526738710858,0.9974842
1469.454062768564,1.0011407
1469.4554516660467,0.99873763
1469.456840563525,0.9966989
1469.4582294610034,0.99891686
1469.4596183584815,1.0009347
1469.4610072559599,1.0002394
1469.4623961534353,1.0008099
1469.4637850509137,1.0001568
1469.4651739483875,1.0000187
1469.4665628458629,0.9999594
1469.467951743338,0.99770284
1469.469340640812,0.9967932
1469.4707295382868,0.99891806
1469.4721184357586,0.9960831
1469.4735073332333,1.0000627
1469.4748962307035,1.0037966
1469.4762851281782,1.0007476
1469.477674025649,0.99706185
1469.4790629231202,1.0019741
1469.4804518205883,0.99781704
1469.4818407180594,1.0010679
1469.4832296155298,0.9969313
1469.4846185129977,1.0021573
1469.4860074104658,1.0001969
1469.4873963079324,1.0015601
1469.4887852053998,1.0016276
1469.490174102868,1.0016314
1469.4915630003354,0.99861085
1469.492951897799,0.99966276
1469.4943407952665,0.99883986
1469.4957296927303,0.99974155
1469.4971185901948,1.0035061
1469.4985074876583,0.9995507
1469.4998963851215,1.0009977
1469.501285282586,0.99920607
1469.5026741800468,0.9982913
1469.5040630775097,0.99975765
1469.50545197497,0.9991762
1469.5068408724308,0.9984528
1469.5082297698907,1.0019952
1469.5096186673509,0.9996208
1469.511007564811,0.9981484
1469.512396462271,0.99754304
1469.5137853597275,0.9961751
1469.515174257184,0.99908805
1469.516563154644,0.99874836
1469.5179520521006,0.99888897
1469.5193409495541,0.9996741
1469.5207298470107,0.99701923
1469.5221187444663,0.99839973
1469.5235076419199,1.0013776
1469.524896539377,0.99847424
1469.526285436829,0.9989833
1469.527674334282,1.0001979
1469.5290632317356,0.99925745
1469.5304521291885,0.99956536
1469.5318410266375,0.9987779
1469.5332299240904,0.9987168
1469.5346188215397,1.0002824
1469.5360077189896,1.0008224
1469.5373966164386,0.9985617
1469.5387855138872,0.99813026
1469.5401744113371,0.99858093
1469.5415633087869,1.0005866
1469.5429522062318,0.99931824
1469.544341103681,1.0022953
1469.5457300011271,0.9992231
1469.5471188985728,1.0008646
1469.5485077960177,0.99951154
1469.549896693463,1.0022701
1469.5512855909087,0.99880135
1469.5526744883507,1.0008689
1469.5540633857934,1.0049906
1469.5554522832388,1.001712
1469.55684118068,1.0019882
1469.5582300781227,0.997805
1469.5596189755654,1.0014784
1469.5610078730028,1.00132
1469.5623967704448,0.9977155
1469.5637856678838,1.0015483
1469.5651745653256,0.9990548
1469.566563462764,0.9989693
1469.5679523602023,0.9973194
1469.5693412576404,0.99972284
1469.5707301550758,1.0013349
1469.5721190525142,1.0032495
1469.573507949948,1.0014088
1469.574896847387,0.9993613
1469.5762857448224,1.000521
1469.5776746422564,0.9989037
1469.5790635396909,0.9995465
1469.5804524371226,0.999358
1469.5818413345573,1.0005465
1469.5832302319884,0.99982256
1469.584619129423,1.0020839
1469.586008026854,1.0001296
1469.587396924285,1.0022157
1469.5887858217159,0.99571073
1469.5901747191433,1.0010722
1469.5915636165744,0.9988665
1469.5929525140025,1.0042953
1469.5943414114333,1.0014088
1469.59573030886,1.0011395
1469.5971192062882,1.0005468
1469.598508103716,1.0025299
1469.5998970011428,0.99532765
1469.6012858985666,1.0006018
1469.6026747959947,1.000271
